"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","Age"
3744,1981,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","No","Yes","No","No","Yes","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","No","No","Yes","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Check!","No","No","Yes","Yes","Yes","No","Only-child","Yes","Yes","No",33,33
3746,1989,"Female","$50,000 - $74,999","Married (w/kids)","High School Diploma","Democrat","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","End","No","No","Circumstances","No","Yes","No","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","Yes","Space","No","Online","Yes","No","No","No","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",100,25
3747,1994,"Female","under $25,000","Married (no kids)","High School Diploma","Republican","No","No","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Art","Try first","No","No","No","No","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",97,20
3749,1978,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Independent","Yes","No","No","Yes","Yes","No","Public","No","No","No","No","No","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","No","Yes","No",95,36
3753,1979,"Male","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Republican","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Idealist","Yes","No","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",101,35
3758,1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","No","No","Yes","Public","Yes","Yes","Yes","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",45,18
3764,1966,"Male","$75,000 - $100,000","Married (w/kids)","Current K-12","Libertarian","Yes","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","No","No","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",41,48
3767,1972,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Democrat","Yes","No","No","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","No","No","No","Giving","No","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","No",101,42
3769,1987,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Democrat","No","No","Yes","No","No","No","Private","Yes","Yes","Yes","No","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","No","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Only-child","Yes","No","No",26,27
3781,1982,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Democrat","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Me","No","No","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","No","No","Yes","No","No","No",98,32
3782,1947,"Female","under $25,000","Single (no kids)","Master's Degree","Independent","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Art","Try first","No","No","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","End","Yes","No","Me","Yes","No","Yes","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","No","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No",97,67
3784,1986,"Female","$25,001 - $50,000","Married (w/kids)","Current Undergraduate","Republican","Yes","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","A.M.","No","Start","Yes","Yes","Me","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",60,28
3788,1983,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Independent","No","No","No","Yes","Yes","Yes","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",91,31
3793,1996,"Female","$50,000 - $74,999","Single (no kids)","High School Diploma","Republican","No","Yes","No","No","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","No","Yes","No","No","Yes","Mysterious","No","No","Talk","People","No","Yes","No","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","No","Yes","Yay people!","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",99,18
3801,1978,"Female","$100,001 - $150,000","Married (w/kids)","Current Undergraduate","Independent","Yes","No","No","No","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","No","Yes","Yes","Giving","No","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","TMI","No","No","Tunes","Technology","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No",21,36
3805,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Democrat","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",100,20
3807,1980,"Male","$100,001 - $150,000","Domestic Partners (no kids)","Master's Degree","Libertarian","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",101,34
3808,1975,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","No","No","Yes","Yes","No","No","Yes",96,39
3809,1984,"Female","under $25,000","Married (no kids)","Bachelor's Degree","Democrat","Yes","No","No","Yes","Yes","Yes","Private","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",88,30
3810,1974,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","Yes","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",37,40
3813,1982,"Male","$75,000 - $100,000","Married (no kids)","High School Diploma","Independent","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",100,32
3816,1996.0025878982,"Male","under $25,000","Single (no kids)","High School Diploma","Democrat","No","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","No","No","No","No","No","No","Only-child","Yes","No","Yes",52,17.9974121017985
3817,1947,"Male","$25,001 - $50,000","Married (no kids)","Associate's Degree","Republican","No","No","No","No","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Receiving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","No","No","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes",32,67
3820,1965,"Female","over $150,000","Married (w/kids)","Master's Degree","Independent","Yes","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","No","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",96,49
3833,1983,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Other","Yes","No","No","No","No","Yes","Public","Yes","No","Yes","No","Yes","No","Yes","Art","Study first","No","No","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","Yes",31,31
3835,1965,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat","No","No","No","Yes","Yes","No","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","No","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","No","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",53,49
3837,1956,"Female","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Independent","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",92,58
3839,1944,"Male","$100,001 - $150,000","Married (no kids)","High School Diploma","Republican","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","No","Receiving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","No","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Own","Pessimist","Dad","Yes","Yes","No","No","Nope","No","Yes","No","Yes","No","Yes","Yes","No","No","No",43,70
3840,1984,"Male","under $25,000","Married (w/kids)","High School Diploma","Republican","Yes","No","No","No","Yes","Yes","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","No","No","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",99,30
3843,1996,"Female","under $25,000","Single (no kids)","Current K-12","Independent","Yes","Yes","Yes","No","No","Yes","Public","No","Yes","No","No","Yes","No","No","Art","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Right","No","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",100,18
3848,1981,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","Independent","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",94,33
3850,1966,"Male","over $150,000","Married (no kids)","High School Diploma","Independent","Yes","No","No","Yes","Yes","Yes","Private","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","No","No","Talk","People","No","No","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","No","Grrr people","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",97,48
3851,1974,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Independent","No","No","No","Yes","No","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Right","Yes","Yes","Yes","Yes","A.M.","No","Start","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Rent","Pessimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",101,40
3859,1978,"Female","$100,001 - $150,000","Married (no kids)","Doctoral Degree","Republican","No","No","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","No","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","No","Yes","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","No","Cautious","No","Umm...","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","No","No","No","No","Yes","No","Yes","No","Yes","No",39,36
3866,1988,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","Yes","No","No","Yes","No","Yes","Public","No","Yes","Yes","No","Yes","Yes","No","Art","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Rent","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",100,26
