UserID,YOB,Age,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,votes,Q122771,Q120472,Q120194,Q119650,Q118232,Q117186,Q117193,Q116881,Q116197,Q115777,Q115899,Q114386,Q113583,Q113584,Q111580,Q110740,Q108950,Q108855,Q108342,Q106997,Q102089,Q108856,Q101162,Q101163,Q99982,Q98059,Q122769,Q118233,Q118237,Q122770,Q124742,Q116797,Q122120,Q116953,Q116601,Q116441,Q116448,Q121699,Q115602,Q121700,Q115610,Q115611,Q120978,Q115390,Q114961,Q114748,Q115195,Q114517,Q121011,Q113992,Q114152,Q120379,Q120650,Q113181,Q112478,Q112512,Q112270,Q111848,Q124122,Q111220,Q123464,Q109367,Q120012,Q109244,Q120014,Q108617,Q119851,Q108754,Q119334,Q108343,Q107869,Q107491,Q106993,Q123621,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q118892,Q118117,Q101596,Q100689,Q100680,Q100562,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98078,Q98197,Q96024
2517,1968,46,Male,"$75,000 - $100,000",Married (no kids),Associate's Degree,Republican,1,82,Public,Science,Try first,Giving,Pragmatist,Hot headed,Odd hours,Right,P.M.,End,Me,Mysterious,Tunes,Technology,Demanding,Mac,Cautious,Umm...,Online,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
2518,1948,66,Female,"$75,000 - $100,000",Domestic Partners (no kids),High School Diploma,Democrat,1,83,Public,Art,Try first,Giving,Idealist,Cool headed,Standard hours,Happy,A.M.,Start,Me,TMI,Talk,Technology,Demanding,Mac,Risk-friendly,Umm...,Online,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
2519,1958,56,Male,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,Republican,0,72,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Right,A.M.,Start,Me,TMI,Tunes,People,Supportive,Mac,Risk-friendly,Umm...,Online,Yay people!,Own,Socialize,Optimist,Mom,Check!,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
2520,1981,33,Male,"$75,000 - $100,000",Single (no kids),Master's Degree,Libertarian,1,73,Public,Art,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Only-child,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
2522,1944,70,Male,"$25,001 - $50,000",Married (no kids),Master's Degree,Independent,0,100,Public,Science,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,Start,Me,Mysterious,Tunes,Technology,Supportive,PC,Risk-friendly,Yes!,Online,Yay people!,Rent,Space,Optimist,Mom,Check!,Only-child,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
2524,1942,72,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Independent,1,90,Public,Science,Try first,Giving,Idealist,Cool headed,Odd hours,Right,A.M.,Start,Circumstances,Mysterious,Talk,Technology,Demanding,PC,Risk-friendly,Yes!,Online,Yay people!,Own,Space,Pessimist,Dad,Nope,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
2526,1953,61,Male,"over $150,000",Married (w/kids),Doctoral Degree,Independent,1,87,Public,Science,Study first,Receiving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Talk,People,Supportive,Mac,Cautious,Umm...,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
2529,1959,55,Female,"over $150,000",Married (w/kids),Master's Degree,Republican,1,38,Public,Art,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,TMI,Talk,People,Demanding,Mac,Risk-friendly,Umm...,Online,Yay people!,Own,Space,Optimist,Mom,Check!,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2530,1987,27,Male,"$50,000 - $74,999",Single (no kids),Current Undergraduate,Independent,0,70,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Talk,Technology,Demanding,Mac,Cautious,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Dad,Check!,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
2531,1985,29,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,1,101,Private,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Right,A.M.,End,Me,Mysterious,Talk,Technology,Demanding,Mac,Risk-friendly,Umm...,In-person,Grrr people,Own,Socialize,Pessimist,Mom,Check!,Only-child,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes
2532,1986,28,Female,"under $25,000",Single (no kids),High School Diploma,Independent,0,84,Public,Art,Try first,Giving,Idealist,Hot headed,Odd hours,Happy,A.M.,Start,Circumstances,Mysterious,Tunes,Technology,Demanding,Mac,Risk-friendly,Yes!,Online,Yay people!,Rent,Space,Optimist,Dad,Check!,Only-child,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
2534,1956,58,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Libertarian,1,100,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Right,A.M.,End,Me,Mysterious,Talk,Technology,Demanding,PC,Cautious,Yes!,Online,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
2536,1956,58,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,1,98,Public,Science,Study first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,Start,Me,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
2538,1992,22,Female,"under $25,000",Single (no kids),Current Undergraduate,Independent,0,66,Private,Art,Study first,Giving,Idealist,Hot headed,Odd hours,Happy,P.M.,Start,Circumstances,TMI,Tunes,People,Demanding,Mac,Cautious,Umm...,In-person,Grrr people,Rent,Space,Optimist,Mom,Check!,Only-child,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
2539,1949,65,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,93,Public,Science,Try first,Receiving,Idealist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,TMI,Tunes,People,Supportive,PC,Risk-friendly,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
2541,1996,18,Male,"over $150,000",Single (no kids),Current K-12,Democrat,1,81,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,End,Circumstances,Mysterious,Talk,Technology,Supportive,PC,Risk-friendly,Yes!,Online,Yay people!,Own,Socialize,Pessimist,Dad,Check!,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
2542,1966,48,Male,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,Republican,1,44,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,TMI,Talk,Technology,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Check!,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
2545,1957,57,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,1,101,Public,Art,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Risk-friendly,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Nope,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
2546,1955,59,Female,"$50,000 - $74,999",Married (w/kids),Doctoral Degree,Democrat,1,95,Private,Art,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,TMI,Tunes,Technology,Demanding,PC,Risk-friendly,Yes!,Online,Yay people!,Own,Socialize,Optimist,Mom,Check!,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes
2550,1985,29,Female,"$25,001 - $50,000",Single (no kids),Associate's Degree,Other,1,100,Public,Science,Try first,Receiving,Idealist,Hot headed,Odd hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,PC,Cautious,Umm...,In-person,Grrr people,Rent,Space,Optimist,Dad,Check!,Only-child,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes
2552,1982,32,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,0,24,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Rent,Socialize,Optimist,Mom,Check!,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
2553,1949,65,Male,"over $150,000",Married (w/kids),Doctoral Degree,Republican,1,48,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,A.M.,End,Circumstances,Mysterious,Talk,People,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Dad,Check!,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
2554,1945,69,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,1,85,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,Technology,Demanding,PC,Cautious,Yes!,Online,Grrr people,Own,Space,Optimist,Mom,Check!,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
2555,1978,36,Female,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,1,23,Public,Science,Try first,Giving,Pragmatist,Hot headed,Odd hours,Happy,A.M.,Start,Me,TMI,Tunes,Technology,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Rent,Socialize,Pessimist,Mom,Check!,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
2556,1960,54,Male,"over $150,000",Married (w/kids),Associate's Degree,Democrat,1,101,Public,Art,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Me,TMI,Talk,Technology,Demanding,PC,Risk-friendly,Yes!,Online,Yay people!,Own,Socialize,Optimist,Mom,Nope,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
2559,1939,75,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,1,73,Private,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,End,Me,TMI,Talk,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Own,Space,Pessimist,Mom,Check!,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
2561,1942,72,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,1,55,Private,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Right,A.M.,Start,Circumstances,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Yes!,Online,Yay people!,Own,Space,Optimist,Mom,Nope,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
2562,1970,44,Male,"over $150,000",Married (w/kids),Master's Degree,Independent,1,28,Public,Science,Try first,Giving,Pragmatist,Cool headed,Odd hours,Happy,A.M.,Start,Circumstances,TMI,Talk,Technology,Demanding,PC,Risk-friendly,Yes!,Online,Yay people!,Own,Socialize,Optimist,Mom,Check!,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
2564,1982,32,Male,"under $25,000",Single (no kids),Current Undergraduate,Other,0,50,Public,Science,Study first,Giving,Idealist,Hot headed,Odd hours,Happy,P.M.,Start,Me,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Own,Space,Optimist,Mom,Nope,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
2565,1988,26,Female,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,1,42,Public,Art,Study first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Rent,Socialize,Pessimist,Dad,Check!,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
2567,1978,36,Female,"$50,000 - $74,999",Married (no kids),Associate's Degree,Republican,0,25,Private,Art,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,A.M.,End,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Umm...,Online,Grrr people,Rent,Space,Optimist,Dad,Check!,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
2568,1969,45,Female,"$50,000 - $74,999",Married (w/kids),Master's Degree,Libertarian,0,48,Public,Science,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,End,Circumstances,TMI,Talk,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
2569,1951,63,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Democrat,1,93,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,Online,Yay people!,Own,Space,Optimist,Dad,Nope,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
2570,1997,17,Male,"over $150,000",Single (no kids),Current K-12,Republican,0,101,Private,Science,Try first,Giving,Idealist,Hot headed,Standard hours,Happy,P.M.,Start,Circumstances,TMI,Tunes,People,Demanding,Mac,Risk-friendly,Umm...,Online,Grrr people,Own,Socialize,Pessimist,Mom,Nope,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No
